"죄종별","범죄발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"강력범죄","계","범죄건수","건","26699","25152","26962","25277","25334","25765","27274","26787","26476","24332",
"강력범죄","서울","범죄건수","건","6878","6033","6272","6268","6215","6683","7474","6974","6977","6246",
"강력범죄","부산","범죄건수","건","2110","1836","2203","1860","1774","1630","1936","1712","1716","1593",
"강력범죄","대구","범죄건수","건","1106","1196","1372","1154","1084","1028","999","1130","1095","917",
"강력범죄","인천","범죄건수","건","1696","1522","1542","1478","1542","1817","1880","1743","1749","1524",
"강력범죄","광주","범죄건수","건","952","1059","978","953","860","796","803","792","753","629",
"강력범죄","대전","범죄건수","건","808","711","809","725","698","724","799","848","802","732",
"강력범죄","울산","범죄건수","건","542","471","550","534","532","523","485","496","516","502",
"강력범죄","세종","범죄건수","건","","","","","46","58","84","106","68","91",
"강력범죄","고양시","범죄건수","건","429","393","441","332","416","382","391","400","381","341",
"강력범죄","과천시","범죄건수","건","","","","","23","25","29","21","20","19",
"강력범죄","광명시","범죄건수","건","104","128","112","125","103","143","116","144","137","119",
"강력범죄","광주시","범죄건수","건","","","","","101","104","116","103","102","87",
"강력범죄","구리시","범죄건수","건","121","102","91","103","117","136","136","109","118","87",
"강력범죄","군포시","범죄건수","건","115","142","106","105","109","96","119","89","92","99",
"강력범죄","김포시","범죄건수","건","","","","","140","134","129","124","134","143",
"강력범죄","남양주시","범죄건수","건","175","181","172","172","242","266","238","241","241","202",
"강력범죄","동두천시","범죄건수","건","","","","","46","53","47","62","65","62",
"강력범죄","부천시","범죄건수","건","585","520","511","438","498","530","478","460","497","469",
"강력범죄","성남시","범죄건수","건","524","459","457","492","497","525","461","487","436","415",
"강력범죄","수원시","범죄건수","건","709","677","703","629","717","654","672","637","629","620",
"강력범죄","시흥시","범죄건수","건","263","276","225","180","272","221","243","254","260","273",
"강력범죄","안산시","범죄건수","건","513","444","460","348","428","491","482","427","416","396",
"강력범죄","안성시","범죄건수","건","","","","","76","86","89","83","86","93",
"강력범죄","안양시","범죄건수","건","284","281","279","352","267","298","323","277","234","250",
"강력범죄","양주시","범죄건수","건","","","","","83","71","62","85","82","94",
"강력범죄","여주시","범죄건수","건","","","","","43","70","61","66","75","65",
"강력범죄","오산시","범죄건수","건","","","","","120","103","131","97","133","112",
"강력범죄","용인시","범죄건수","건","252","256","273","279","316","267","303","302","300","230",
"강력범죄","의왕시","범죄건수","건","","","","","44","36","38","42","36","37",
"강력범죄","의정부시","범죄건수","건","233","272","248","242","284","242","265","255","256","245",
"강력범죄","이천시","범죄건수","건","93","106","97","90","112","97","104","110","118","123",
"강력범죄","파주시","범죄건수","건","128","159","143","156","144","145","181","162","159","130",
"강력범죄","평택시","범죄건수","건","250","205","264","244","267","252","264","268","246","273",
"강력범죄","포천시","범죄건수","건","","","","","95","103","83","89","87","81",
"강력범죄","하남시","범죄건수","건","","","","","43","28","46","60","67","68",
"강력범죄","화성시","범죄건수","건","","","","","212","195","228","212","243","243",
"강력범죄","강릉시","범죄건수","건","114","105","142","128","108","107","112","138","121","131",
"강력범죄","동해시","범죄건수","건","","","","","45","47","49","46","39","41",
"강력범죄","삼척시","범죄건수","건","","","","","31","27","30","26","28","24",
"강력범죄","속초시","범죄건수","건","","","","","34","46","46","48","38","39",
"강력범죄","원주시","범죄건수","건","171","180","164","180","157","144","157","168","197","135",
"강력범죄","춘천시","범죄건수","건","98","115","120","127","115","129","126","107","118","109",
"강력범죄","태백시","범죄건수","건","","","","","14","18","21","20","31","24",
"강력범죄","제천시","범죄건수","건","72","60","60","84","58","63","64","76","69","60",
"강력범죄","청주시","범죄건수","건","384","360","366","399","396","370","446","432","418","389",
"강력범죄","충주시","범죄건수","건","93","97","96","76","87","114","114","94","90","93",
"강력범죄","계룡시","범죄건수","건","","","","","7","6","7","6","8","10",
"강력범죄","공주시","범죄건수","건","","","","","48","59","51","53","44","51",
"강력범죄","논산시","범죄건수","건","75","60","67","67","71","51","59","64","46","37",
"강력범죄","당진시","범죄건수","건","","","","","52","72","76","62","74","72",
"강력범죄","보령시","범죄건수","건","","","","","56","63","69","55","66","51",
"강력범죄","서산시","범죄건수","건","66","83","71","92","80","85","75","66","81","77",
"강력범죄","아산시","범죄건수","건","104","115","134","123","110","127","126","165","142","118",
"강력범죄","천안시","범죄건수","건","366","359","410","368","331","347","325","343","328","342",
"강력범죄","군산시","범죄건수","건","123","118","119","146","111","93","107","120","149","120",
"강력범죄","김제시","범죄건수","건","","","","","39","24","30","38","30","34",
"강력범죄","남원시","범죄건수","건","","","","","38","28","26","32","35","31",
"강력범죄","익산시","범죄건수","건","163","170","160","150","130","133","104","113","119","96",
"강력범죄","전주시","범죄건수","건","292","319","341","299","297","274","289","342","347","305",
"강력범죄","정읍시","범죄건수","건","36","50","54","66","49","44","43","36","49","44",
"강력범죄","광양시","범죄건수","건","","","","","43","59","53","74","61","59",
"강력범죄","나주시","범죄건수","건","","","","","12","12","42","44","57","46",
"강력범죄","목포시","범죄건수","건","159","133","178","154","146","165","146","165","182","138",
"강력범죄","순천시","범죄건수","건","158","137","126","115","132","122","136","142","135","114",
"강력범죄","여수시","범죄건수","건","80","143","159","112","122","106","127","130","101","143",
"강력범죄","경산시","범죄건수","건","123","119","224","106","102","100","96","125","123","115",
"강력범죄","경주시","범죄건수","건","125","140","163","142","112","108","105","99","111","109",
"강력범죄","구미시","범죄건수","건","225","187","216","147","169","141","193","159","176","149",
"강력범죄","김천시","범죄건수","건","46","47","48","40","50","40","55","60","57","48",
"강력범죄","문경시","범죄건수","건","","","","","24","23","23","30","37","24",
"강력범죄","상주시","범죄건수","건","","","","","28","30","35","38","44","35",
"강력범죄","안동시","범죄건수","건","87","82","82","62","77","65","68","62","64","69",
"강력범죄","영주시","범죄건수","건","","","","","53","25","20","31","40","43",
"강력범죄","영천시","범죄건수","건","","","","","33","32","34","35","53","36",
"강력범죄","포항시","범죄건수","건","210","173","180","172","184","192","217","196","191","193",
"강력범죄","거제시","범죄건수","건","106","109","102","111","107","114","124","136","95","110",
"강력범죄","김해시","범죄건수","건","204","204","228","164","198","188","202","196","182","172",
"강력범죄","마산시","범죄건수","건","201","19","","","1","","","","","",
"강력범죄","밀양시","범죄건수","건","","","","","41","31","28","47","42","41",
"강력범죄","사천시","범죄건수","건","","","","","53","42","48","39","37","42",
"강력범죄","양산시","범죄건수","건","78","115","100","108","117","128","128","112","111","127",
"강력범죄","진주시","범죄건수","건","150","118","145","169","155","127","155","139","125","148",
"강력범죄","창원시","범죄건수","건","280","426","476","382","357","357","399","374","413","386",
"강력범죄","통영시","범죄건수","건","","","","","58","50","48","260","58","66",
"강력범죄","서귀포시","범죄건수","건","","","","","65","128","92","110","118","103",
"강력범죄","제주시","범죄건수","건","336","348","498","398","331","365","352","322","358","347",
"살인기수","계","범죄건수","건","427","411","342","372","365","356","301","309","297","308",
"살인기수","서울","범죄건수","건","83","66","49","56","67","46","50","45","45","50",
"살인기수","부산","범죄건수","건","27","28","26","21","20","29","21","26","22","21",
"살인기수","대구","범죄건수","건","14","17","12","17","13","17","16","9","14","15",
"살인기수","인천","범죄건수","건","26","21","13","16","17","20","11","23","20","12",
"살인기수","광주","범죄건수","건","13","15","6","12","11","9","3","10","11","7",
"살인기수","대전","범죄건수","건","12","10","12","12","8","16","8","4","7","9",
"살인기수","울산","범죄건수","건","10","9","10","13","12","7","5","9","10","6",
"살인기수","세종","범죄건수","건","","","","","2","1","1","2","2","4",
"살인기수","고양시","범죄건수","건","9","5","4","4","8","6","4","3","5","4",
"살인기수","과천시","범죄건수","건","","","","","2","-","-","-","-","-",
"살인기수","광명시","범죄건수","건","3","1","1","1","1","1","1","1","1","1",
"살인기수","광주시","범죄건수","건","","","","","4","3","1","2","-","3",
"살인기수","구리시","범죄건수","건","1","1","0","2","-","1","-","2","1","-",
"살인기수","군포시","범죄건수","건","2","2","0","1","1","-","-","-","1","3",
"살인기수","김포시","범죄건수","건","","","","","2","2","1","1","6","2",
"살인기수","남양주시","범죄건수","건","2","7","2","8","5","3","1","3","6","1",
"살인기수","동두천시","범죄건수","건","","","","","-","1","-","2","1","1",
"살인기수","부천시","범죄건수","건","3","1","6","6","7","6","2","4","5","5",
"살인기수","성남시","범죄건수","건","10","7","3","7","4","5","4","7","2","5",
"살인기수","수원시","범죄건수","건","8","7","5","4","6","10","2","7","5","10",
"살인기수","시흥시","범죄건수","건","4","5","4","4","9","8","2","2","1","5",
"살인기수","안산시","범죄건수","건","7","2","6","9","8","4","4","2","2","3",
"살인기수","안성시","범죄건수","건","","","","","-","2","1","-","3","2",
"살인기수","안양시","범죄건수","건","4","4","3","","2","6","2","2","1","1",
"살인기수","양주시","범죄건수","건","","","","","1","-","-","-","3","2",
"살인기수","여주시","범죄건수","건","","","","","1","2","2","2","-","2",
"살인기수","오산시","범죄건수","건","","","","","2","1","-","1","3","1",
"살인기수","용인시","범죄건수","건","3","6","8","4","7","2","7","5","3","3",
"살인기수","의왕시","범죄건수","건","","","","","-","1","-","-","1","-",
"살인기수","의정부시","범죄건수","건","3","2","3","2","-","4","2","1","3","5",
"살인기수","이천시","범죄건수","건","4","1","2","","3","1","2","1","1","-",
"살인기수","파주시","범죄건수","건","4","3","4","4","3","3","3","2","-","5",
"살인기수","평택시","범죄건수","건","5","4","2","1","1","4","1","4","3","6",
"살인기수","포천시","범죄건수","건","","","","","4","2","-","2","2","-",
"살인기수","하남시","범죄건수","건","","","","","1","2","1","3","-","-",
"살인기수","화성시","범죄건수","건","","","","","7","4","5","6","3","4",
"살인기수","강릉시","범죄건수","건","4","3","5","1","1","-","1","2","1","-",
"살인기수","동해시","범죄건수","건","","","","","1","-","2","1","-","1",
"살인기수","삼척시","범죄건수","건","","","","","-","-","2","1","-","1",
"살인기수","속초시","범죄건수","건","","","","","-","-","1","-","3","1",
"살인기수","원주시","범죄건수","건","1","4","7","2","5","4","1","3","1","4",
"살인기수","춘천시","범죄건수","건","","2","3","1","3","3","3","3","-","5",
"살인기수","태백시","범죄건수","건","","","","","-","-","-","2","-","-",
"살인기수","제천시","범죄건수","건","3","1","0","1","2","1","4","1","-","1",
"살인기수","청주시","범죄건수","건","1","5","3","2","4","1","6","8","4","1",
"살인기수","충주시","범죄건수","건","3","2","2","2","1","2","3","1","1","2",
"살인기수","계룡시","범죄건수","건","","","","","-","-","-","-","-","1",
"살인기수","공주시","범죄건수","건","","","","","-","1","-","-","-","-",
"살인기수","논산시","범죄건수","건","4","1","3","2","3","3","-","1","3","1",
"살인기수","당진시","범죄건수","건","","","","","-","1","2","1","2","-",
"살인기수","보령시","범죄건수","건","","","","","3","-","1","1","-","-",
"살인기수","서산시","범죄건수","건","1","3","1","2","-","2","-","1","-","-",
"살인기수","아산시","범죄건수","건","2","1","4","3","5","-","3","2","2","2",
"살인기수","천안시","범죄건수","건","7","4","8","6","4","4","7","3","3","2",
"살인기수","군산시","범죄건수","건","2","1","5","2","-","1","4","4","3","2",
"살인기수","김제시","범죄건수","건","","","","","-","-","-","-","-","1",
"살인기수","남원시","범죄건수","건","","","","","-","-","-","-","2","1",
"살인기수","익산시","범죄건수","건","5","4","2","4","3","4","1","1","8","2",
"살인기수","전주시","범죄건수","건","7","11","2","6","4","3","3","5","4","4",
"살인기수","정읍시","범죄건수","건","2","3","0","2","-","-","-","1","1","2",
"살인기수","광양시","범죄건수","건","","","","","-","-","-","1","-","2",
"살인기수","나주시","범죄건수","건","","","","","-","-","-","-","1","3",
"살인기수","목포시","범죄건수","건","1","","3","1","2","1","2","2","-","-",
"살인기수","순천시","범죄건수","건","","5","0","4","1","3","1","-","1","2",
"살인기수","여수시","범죄건수","건","2","1","5","3","4","3","1","4","2","3",
"살인기수","경산시","범죄건수","건","4","1","0","3","1","2","-","-","2","1",
"살인기수","경주시","범죄건수","건","6","2","4","3","3","3","3","-","2","1",
"살인기수","구미시","범죄건수","건","3","3","3","5","3","1","6","3","3","-",
"살인기수","김천시","범죄건수","건","","","1","","-","1","2","-","-","-",
"살인기수","문경시","범죄건수","건","","","","","1","-","-","1","1","-",
"살인기수","상주시","범죄건수","건","","","","","1","-","2","-","-","1",
"살인기수","안동시","범죄건수","건","6","4","1","","2","1","1","-","1","2",
"살인기수","영주시","범죄건수","건","","","","","1","1","1","-","-","1",
"살인기수","영천시","범죄건수","건","","","","","-","2","1","1","1","1",
"살인기수","포항시","범죄건수","건","3","3","2","6","1","5","2","5","3","3",
"살인기수","거제시","범죄건수","건","1","4","1","1","2","2","3","2","2","2",
"살인기수","김해시","범죄건수","건","3","4","3","2","1","5","3","4","2","7",
"살인기수","마산시","범죄건수","건","3","1","","","-","","","","","",
"살인기수","밀양시","범죄건수","건","","","","","1","2","-","-","1","-",
"살인기수","사천시","범죄건수","건","","","","","-","-","2","1","-","2",
"살인기수","양산시","범죄건수","건","1","3","0","1","2","3","2","2","1","4",
"살인기수","진주시","범죄건수","건","","4","2","7","4","2","1","4","2","4",
"살인기수","창원시","범죄건수","건","3","13","13","7","7","3","9","4","8","4",
"살인기수","통영시","범죄건수","건","","","","","2","-","1","-","-","-",
"살인기수","서귀포시","범죄건수","건","","","","","-","-","-","3","1","3",
"살인기수","제주시","범죄건수","건","9","7","10","5","11","4","4","5","7","5",
"살인미수등","계","범죄건수","건","777","584","587","541","564","558","524","488","482","416",
"살인미수등","서울","범죄건수","건","176","112","101","100","96","100","91","97","89","88",
"살인미수등","부산","범죄건수","건","80","56","50","50","41","43","41","27","42","30",
"살인미수등","대구","범죄건수","건","23","16","28","17","23","12","30","21","27","13",
"살인미수등","인천","범죄건수","건","43","29","26","34","34","28","24","21","28","25",
"살인미수등","광주","범죄건수","건","12","13","17","7","7","8","6","8","5","3",
"살인미수등","대전","범죄건수","건","20","20","18","17","16","9","14","11","11","9",
"살인미수등","울산","범죄건수","건","18","14","8","10","11","15","12","2","9","6",
"살인미수등","세종","범죄건수","건","","","","","1","1","5","3","1","4",
"살인미수등","고양시","범죄건수","건","5","8","7","7","9","5","5","10","6","2",
"살인미수등","과천시","범죄건수","건","","","","","-","1","-","-","1","-",
"살인미수등","광명시","범죄건수","건","1","2","1","2","1","1","-","1","-","2",
"살인미수등","광주시","범죄건수","건","","","","","8","10","5","4","1","1",
"살인미수등","구리시","범죄건수","건","2","","1","1","3","5","4","2","-","1",
"살인미수등","군포시","범죄건수","건","1","3","0","","1","1","2","3","3","-",
"살인미수등","김포시","범죄건수","건","","","","","3","2","2","1","4","-",
"살인미수등","남양주시","범죄건수","건","5","5","5","1","6","7","8","4","8","4",
"살인미수등","동두천시","범죄건수","건","","","","","3","-","-","-","1","-",
"살인미수등","부천시","범죄건수","건","11","11","9","6","13","11","1","8","10","6",
"살인미수등","성남시","범죄건수","건","12","11","4","5","6","4","15","10","2","7",
"살인미수등","수원시","범죄건수","건","26","13","9","12","7","19","12","9","11","5",
"살인미수등","시흥시","범죄건수","건","10","4","5","8","6","7","4","7","2","8",
"살인미수등","안산시","범죄건수","건","11","7","9","3","12","20","16","6","8","8",
"살인미수등","안성시","범죄건수","건","","","","","2","4","1","3","2","4",
"살인미수등","안양시","범죄건수","건","4","8","5","7","6","4","2","4","4","3",
"살인미수등","양주시","범죄건수","건","","","","","2","2","1","3","2","3",
"살인미수등","여주시","범죄건수","건","","","","","3","5","-","3","-","2",
"살인미수등","오산시","범죄건수","건","","","","","2","4","6","4","-","1",
"살인미수등","용인시","범죄건수","건","11","6","7","4","5","13","3","7","6","4",
"살인미수등","의왕시","범죄건수","건","","","","","-","1","-","2","-","1",
"살인미수등","의정부시","범죄건수","건","6","6","3","7","7","9","4","8","2","5",
"살인미수등","이천시","범죄건수","건","2","3","5","4","2","-","6","1","1","1",
"살인미수등","파주시","범죄건수","건","4","4","2","6","4","2","3","7","5","3",
"살인미수등","평택시","범죄건수","건","6","7","7","7","6","6","7","5","5","5",
"살인미수등","포천시","범죄건수","건","","","","","3","4","2","2","8","1",
"살인미수등","하남시","범죄건수","건","","","","","-","1","1","1","-","-",
"살인미수등","화성시","범죄건수","건","","","","","8","9","10","10","11","4",
"살인미수등","강릉시","범죄건수","건","2","1","1","3","4","-","2","-","2","2",
"살인미수등","동해시","범죄건수","건","","","","","1","3","1","-","1","1",
"살인미수등","삼척시","범죄건수","건","","","","","-","2","-","1","-","1",
"살인미수등","속초시","범죄건수","건","","","","","1","-","3","1","-","-",
"살인미수등","원주시","범죄건수","건","6","1","4","4","5","3","4","-","-","1",
"살인미수등","춘천시","범죄건수","건","1","4","2","1","3","3","3","-","5","1",
"살인미수등","태백시","범죄건수","건","","","","","-","-","1","-","-","2",
"살인미수등","제천시","범죄건수","건","2","1","2","5","5","3","2","2","3","2",
"살인미수등","청주시","범죄건수","건","14","12","10","12","15","6","9","13","10","3",
"살인미수등","충주시","범죄건수","건","6","6","3","2","1","6","3","1","4","2",
"살인미수등","계룡시","범죄건수","건","","","","","-","-","-","-","-","-",
"살인미수등","공주시","범죄건수","건","","","","","2","1","-","-","-","1",
"살인미수등","논산시","범죄건수","건","2","4","7","4","3","-","3","4","4","3",
"살인미수등","당진시","범죄건수","건","","","","","1","1","1","-","3","3",
"살인미수등","보령시","범죄건수","건","","","","","5","2","1","1","1","2",
"살인미수등","서산시","범죄건수","건","6","5","4","5","1","3","1","-","1","2",
"살인미수등","아산시","범죄건수","건","5","2","2","4","4","5","4","7","5","5",
"살인미수등","천안시","범죄건수","건","7","10","12","11","8","11","9","5","10","6",
"살인미수등","군산시","범죄건수","건","2","2","2","3","6","2","2","1","2","1",
"살인미수등","김제시","범죄건수","건","","","","","-","1","2","-","1","3",
"살인미수등","남원시","범죄건수","건","","","","","-","-","1","3","1","2",
"살인미수등","익산시","범죄건수","건","4","3","1","1","5","5","5","4","3","2",
"살인미수등","전주시","범죄건수","건","6","5","12","3","7","7","4","9","8","4",
"살인미수등","정읍시","범죄건수","건","1","1","2","1","1","3","-","2","-","2",
"살인미수등","광양시","범죄건수","건","","","","","3","2","-","1","1","-",
"살인미수등","나주시","범죄건수","건","","","","","1","-","2","2","2","-",
"살인미수등","목포시","범죄건수","건","6","4","2","3","-","4","6","2","3","-",
"살인미수등","순천시","범죄건수","건","2","2","2","","1","2","4","4","3","2",
"살인미수등","여수시","범죄건수","건","2","4","4","1","2","-","3","5","-","4",
"살인미수등","경산시","범죄건수","건","1","1","2","4","2","1","-","3","1","-",
"살인미수등","경주시","범죄건수","건","2","5","2","5","4","3","2","4","1","1",
"살인미수등","구미시","범죄건수","건","4","5","4","","2","4","3","3","2","4",
"살인미수등","김천시","범죄건수","건","2","4","1","1","1","-","2","1","2","1",
"살인미수등","문경시","범죄건수","건","","","","","-","-","1","1","-","-",
"살인미수등","상주시","범죄건수","건","","","","","-","1","1","1","2","-",
"살인미수등","안동시","범죄건수","건","3","1","3","","-","1","1","-","1","2",
"살인미수등","영주시","범죄건수","건","","","","","-","1","-","1","2","-",
"살인미수등","영천시","범죄건수","건","","","","","2","1","1","-","-","2",
"살인미수등","포항시","범죄건수","건","9","1","6","5","7","6","-","8","2","4",
"살인미수등","거제시","범죄건수","건","8","4","2","4","1","-","4","3","2","7",
"살인미수등","김해시","범죄건수","건","13","7","7","5","7","4","5","3","-","6",
"살인미수등","마산시","범죄건수","건","9","3","","","-","","","","","",
"살인미수등","밀양시","범죄건수","건","","","","","5","-","-","4","2","-",
"살인미수등","사천시","범죄건수","건","","","","","5","3","2","1","3","6",
"살인미수등","양산시","범죄건수","건","2","3","2","4","6","1","3","3","3","2",
"살인미수등","진주시","범죄건수","건","10","1","5","5","-","3","8","2","2","1",
"살인미수등","창원시","범죄건수","건","9","12","11","14","13","15","6","18","10","13",
"살인미수등","통영시","범죄건수","건","","","","","2","3","2","3","3","-",
"살인미수등","서귀포시","범죄건수","건","","","","","1","1","2","2","3","2",
"살인미수등","제주시","범죄건수","건","10","7","20","13","16","11","12","6","9","4",
"강도","계","범죄건수","건","3994","2587","1980","1586","1446","1149","967","821","798","663",
"강도","서울","범죄건수","건","950","569","421","341","274","260","167","139","133","141",
"강도","부산","범죄건수","건","441","295","224","131","161","137","102","86","81","38",
"강도","대구","범죄건수","건","192","102","110","63","60","51","37","44","31","33",
"강도","인천","범죄건수","건","250","135","117","111","103","88","73","37","60","45",
"강도","광주","범죄건수","건","149","102","86","53","44","47","33","27","27","24",
"강도","대전","범죄건수","건","174","100","69","82","64","35","41","51","25","14",
"강도","울산","범죄건수","건","105","37","45","32","29","33","25","26","27","14",
"강도","세종","범죄건수","건","","","","","-","3","3","5","-","2",
"강도","고양시","범죄건수","건","38","34","23","17","14","11","14","7","8","10",
"강도","과천시","범죄건수","건","","","","","-","1","1","-","-","-",
"강도","광명시","범죄건수","건","13","9","5","12","4","4","1","7","5","4",
"강도","광주시","범죄건수","건","","","","","4","4","4","3","5","-",
"강도","구리시","범죄건수","건","15","13","5","7","6","1","4","5","3","2",
"강도","군포시","범죄건수","건","12","10","8","5","5","3","4","-","2","3",
"강도","김포시","범죄건수","건","","","","","7","6","3","4","1","7",
"강도","남양주시","범죄건수","건","23","16","10","15","12","9","7","3","7","8",
"강도","동두천시","범죄건수","건","","","","","-","-","4","2","1","5",
"강도","부천시","범죄건수","건","61","49","36","24","25","17","13","20","12","16",
"강도","성남시","범죄건수","건","79","28","33","28","30","17","14","16","13","15",
"강도","수원시","범죄건수","건","89","74","40","31","38","26","25","20","19","9",
"강도","시흥시","범죄건수","건","38","34","26","12","14","9","8","10","15","6",
"강도","안산시","범죄건수","건","100","41","35","19","42","19","17","10","13","16",
"강도","안성시","범죄건수","건","","","","","2","3","3","3","5","4",
"강도","안양시","범죄건수","건","36","30","9","12","7","7","13","3","7","5",
"강도","양주시","범죄건수","건","","","","","5","2","3","-","1","4",
"강도","여주시","범죄건수","건","","","","","5","-","-","-","13","2",
"강도","오산시","범죄건수","건","","","","","4","1","5","9","7","1",
"강도","용인시","범죄건수","건","25","21","18","17","11","5","12","1","7","6",
"강도","의왕시","범죄건수","건","","","","","1","1","3","2","-","-",
"강도","의정부시","범죄건수","건","29","25","11","13","15","17","15","10","4","7",
"강도","이천시","범죄건수","건","16","8","3","13","8","2","2","-","1","1",
"강도","파주시","범죄건수","건","14","11","13","10","5","4","6","5","4","4",
"강도","평택시","범죄건수","건","45","27","16","19","20","9","9","14","12","12",
"강도","포천시","범죄건수","건","","","","","3","3","5","6","4","1",
"강도","하남시","범죄건수","건","","","","","1","1","1","-","1","2",
"강도","화성시","범죄건수","건","","","","","12","3","6","5","7","4",
"강도","강릉시","범죄건수","건","10","2","7","11","8","5","6","3","4","8",
"강도","동해시","범죄건수","건","","","","","-","2","3","-","2","-",
"강도","삼척시","범죄건수","건","","","","","-","-","-","2","-","1",
"강도","속초시","범죄건수","건","","","","","-","5","1","1","2","2",
"강도","원주시","범죄건수","건","23","15","11","12","9","2","7","2","8","7",
"강도","춘천시","범죄건수","건","14","13","7","13","9","5","5","3","3","1",
"강도","태백시","범죄건수","건","","","","","-","3","-","-","4","-",
"강도","제천시","범죄건수","건","16","8","3","6","2","2","4","4","4","3",
"강도","청주시","범죄건수","건","60","48","34","32","30","17","11","15","22","9",
"강도","충주시","범죄건수","건","13","11","7","4","6","-","5","2","2","3",
"강도","계룡시","범죄건수","건","","","","","-","-","-","-","-","1",
"강도","공주시","범죄건수","건","","","","","-","6","1","1","3","-",
"강도","논산시","범죄건수","건","5","9","3","5","4","1","3","1","-","-",
"강도","당진시","범죄건수","건","","","","","3","3","2","6","1","3",
"강도","보령시","범죄건수","건","","","","","3","7","1","1","-","2",
"강도","서산시","범죄건수","건","10","9","2","4","6","5","-","-","1","1",
"강도","아산시","범죄건수","건","12","15","18","8","2","9","8","7","12","15",
"강도","천안시","범죄건수","건","57","31","39","33","22","8","15","19","13","14",
"강도","군산시","범죄건수","건","15","18","11","8","7","8","5","3","7","2",
"강도","김제시","범죄건수","건","","","","","1","-","1","1","-","-",
"강도","남원시","범죄건수","건","","","","","2","2","-","3","2","4",
"강도","익산시","범죄건수","건","23","13","17","13","14","15","7","6","2","-",
"강도","전주시","범죄건수","건","42","24","13","30","21","12","11","11","10","9",
"강도","정읍시","범죄건수","건","2","12","3","4","-","1","-","-","1","1",
"강도","광양시","범죄건수","건","","","","","1","5","2","3","-","1",
"강도","나주시","범죄건수","건","","","","","-","-","1","1","4","2",
"강도","목포시","범죄건수","건","14","16","19","12","9","5","5","10","8","5",
"강도","순천시","범죄건수","건","27","13","15","5","9","4","4","2","1","-",
"강도","여수시","범죄건수","건","15","13","6","8","6","6","5","3","3","4",
"강도","경산시","범죄건수","건","27","8","7","4","14","6","4","4","3","-",
"강도","경주시","범죄건수","건","13","12","11","5","9","6","11","7","5","1",
"강도","구미시","범죄건수","건","39","28","18","20","13","15","8","7","4","5",
"강도","김천시","범죄건수","건","4","5","4","3","3","1","3","4","2","-",
"강도","문경시","범죄건수","건","","","","","1","-","-","-","-","-",
"강도","상주시","범죄건수","건","","","","","1","2","1","-","-","1",
"강도","안동시","범죄건수","건","6","5","8","","-","1","1","1","1","1",
"강도","영주시","범죄건수","건","","","","","9","1","1","2","2","1",
"강도","영천시","범죄건수","건","","","","","5","1","1","2","3","-",
"강도","포항시","범죄건수","건","30","31","9","5","10","7","17","6","4","6",
"강도","거제시","범죄건수","건","12","5","4","5","4","5","4","3","2","-",
"강도","김해시","범죄건수","건","32","28","15","7","17","10","8","10","9","4",
"강도","마산시","범죄건수","건","37","5","","","-","","","","","",
"강도","밀양시","범죄건수","건","","","","","1","4","2","2","-","-",
"강도","사천시","범죄건수","건","","","","","4","1","1","3","-","-",
"강도","양산시","범죄건수","건","8","13","5","9","2","7","7","4","6","7",
"강도","진주시","범죄건수","건","33","18","12","7","13","6","4","5","3","8",
"강도","창원시","범죄건수","건","63","52","49","37","26","26","21","19","10","16",
"강도","통영시","범죄건수","건","","","","","3","1","4","3","4","2",
"강도","서귀포시","범죄건수","건","","","","","4","1","2","1","7","3",
"강도","제주시","범죄건수","건","38","35","38","25","29","24","33","9","14","11",
"강간·강제추행","계","범죄건수","건","19498","19670","","","","","","","","",
"강간·강제추행","서울","범죄건수","건","5242","4916","","","","","","","","",
"강간·강제추행","부산","범죄건수","건","1443","1332","","","","","","","","",
"강간·강제추행","대구","범죄건수","건","793","974","","","","","","","","",
"강간·강제추행","인천","범죄건수","건","1251","1227","","","","","","","","",
"강간·강제추행","광주","범죄건수","건","725","861","","","","","","","","",
"강간·강제추행","대전","범죄건수","건","535","523","","","","","","","","",
"강간·강제추행","울산","범죄건수","건","382","373","","","","","","","","",
"강간·강제추행","고양시","범죄건수","건","339","323","","","","","","","","",
"강간·강제추행","광명시","범죄건수","건","81","109","","","","","","","","",
"강간·강제추행","구리시","범죄건수","건","89","78","","","","","","","","",
"강간·강제추행","군포시","범죄건수","건","94","118","","","","","","","","",
"강간·강제추행","남양주시","범죄건수","건","129","135","","","","","","","","",
"강간·강제추행","부천시","범죄건수","건","470","413","","","","","","","","",
"강간·강제추행","성남시","범죄건수","건","372","377","","","","","","","","",
"강간·강제추행","수원시","범죄건수","건","547","548","","","","","","","","",
"강간·강제추행","시흥시","범죄건수","건","192","204","","","","","","","","",
"강간·강제추행","안산시","범죄건수","건","358","356","","","","","","","","",
"강간·강제추행","안양시","범죄건수","건","223","221","","","","","","","","",
"강간·강제추행","용인시","범죄건수","건","196","201","","","","","","","","",
"강간·강제추행","의정부시","범죄건수","건","176","222","","","","","","","","",
"강간·강제추행","이천시","범죄건수","건","66","82","","","","","","","","",
"강간·강제추행","파주시","범죄건수","건","98","129","","","","","","","","",
"강간·강제추행","평택시","범죄건수","건","176","152","","","","","","","","",
"강간·강제추행","강릉시","범죄건수","건","93","88","","","","","","","","",
